source,year,isolate_id,species_id,MDR,antibiotic,abx_class,zone_diameter,phenotype
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,27,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,43,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,39,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,29,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Oxolinic acid OA,Quinolones,20,R
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Doxycycline DO30,Tetracylines ,33,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Tetracycline TE30,Tetracylines ,31,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Imipenem IPM10,Carbapenemems,46,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Meropenem MEM10,Carbapenemems,41,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,25,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,27,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Erythromycin  EM15,Macrolides,29,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,32,S
equipment in slaughterhouse (SPE),2018.0,LJP452,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,35,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,31,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,40,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,42,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,42,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Oxolinic acid OA,Quinolones,35,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Doxycycline DO30,Tetracylines ,26,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Tetracycline TE30,Tetracylines ,29,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Imipenem IPM10,Carbapenemems,31,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Meropenem MEM10,Carbapenemems,33,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,21,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,22,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Erythromycin  EM15,Macrolides,16,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,35,S
fish skin (SPE),2019.0,LJP897,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,27,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,32,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,39,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,40,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,47,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Oxolinic acid OA,Quinolones,35,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Doxycycline DO30,Tetracylines ,23,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Tetracycline TE30,Tetracylines ,30,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Imipenem IPM10,Carbapenemems,21,I
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Meropenem MEM10,Carbapenemems,30,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,20,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,20,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Erythromycin  EM15,Macrolides,16,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,35,S
fish skin (SPE),2019.0,LJP886,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,32,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,29,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,38,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,40,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,35,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Oxolinic acid OA,Quinolones,32,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Doxycycline DO30,Tetracylines ,26,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Tetracycline TE30,Tetracylines ,28,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Imipenem IPM10,Carbapenemems,32,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Meropenem MEM10,Carbapenemems,34,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,20,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,18,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Erythromycin  EM15,Macrolides,14,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,34,S
fish skin (SPE),2019.0,LJP872,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,24,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Mecillinam MEL10,Beta-lactams,32,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Cefotaxime CTX30,Cephalosporins ,32,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,ceftriaxone CRO30,Cephalosporins ,28,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Ciprofloxacin CIP1,Quinolones,39,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Oxolinic acid OA,Quinolones,34,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Doxycycline DO30,Tetracylines ,25,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Tetracycline TE30,Tetracylines ,29,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Imipenem IPM10,Carbapenemems,24,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Meropenem MEM10,Carbapenemems,31,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Gentamycin  GM10,Aminoglycosides ,21,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Tobramycin TOB30,Aminoglycosides ,22,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Erythromycin  EM15,Macrolides,14,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Florfenicol  FEC30,Amphenicols,32,S
fish skin (SPE),2019.0,LJP900,A.salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,27,S
